p_val,avg_log2FC,pct.KD,pct.Scr,p_val_adj,gene
1.05E-04,-0.5679510442,0.198,0.362,1.00E+00,Micu1
1.05E-04,-0.4115831208,0.224,0.415,1.00E+00,Lncppara
1.06E-04,-0.4201443789,0.263,0.459,1.00E+00,Susd4
1.06E-04,-1.171397989,0.03,0.106,1.00E+00,Creg1
1.07E-04,-0.426647332,0.152,0.309,1.00E+00,Klhl18
1.07E-04,-0.7885527009,0.085,0.198,1.00E+00,Scaf1
1.10E-04,-0.3657148577,0.185,0.357,1.00E+00,Usp4
1.10E-04,-0.2999346445,0.193,0.377,1.00E+00,Ube2v2
1.11E-04,-1.018214506,0.041,0.126,1.00E+00,Ly96
1.11E-04,-0.7164894882,0.07,0.174,1.00E+00,Gfra2
1.12E-04,-0.548528826,0.191,0.362,1.00E+00,Aatf
1.13E-04,-0.4646588308,0.204,0.386,1.00E+00,Zfhx2
1.14E-04,-2.371618178,0.007,0.053,1.00E+00,Slc25a43
1.14E-04,-2.375508367,0.007,0.053,1.00E+00,Gm48903
1.15E-04,-0.4161631941,0.276,0.478,1.00E+00,Ptpn5
1.16E-04,-0.8818049712,0.061,0.159,1.00E+00,Thumpd2
1.17E-04,-0.8446537407,0.085,0.198,1.00E+00,Gm11417
1.21E-04,-0.3377448452,0.804,0.913,1.00E+00,Cntnap5c
1.22E-04,-0.4004446897,0.309,0.522,1.00E+00,Clip4
1.22E-04,-0.3828110774,0.417,0.638,1.00E+00,Adarb1
1.23E-04,-0.3336590557,0.409,0.652,1.00E+00,Hdac4
1.24E-04,-0.4078050109,0.185,0.353,1.00E+00,Snx3
1.24E-04,-0.4190245455,0.226,0.406,1.00E+00,Mff
1.25E-04,-0.4116338513,0.361,0.58,1.00E+00,Mapk8ip3
1.26E-04,-0.6044995218,0.133,0.271,1.00E+00,Nsun7
1.29E-04,-0.3290224968,0.226,0.43,1.00E+00,Ric8b
1.30E-04,-2.587142142,0.009,0.058,1.00E+00,Pcgf1
1.32E-04,-0.263725848,0.193,0.372,1.00E+00,4930545L23Rik
1.33E-04,-2.222380709,0.009,0.058,1.00E+00,Gm14320
1.33E-04,-0.3411404971,0.557,0.758,1.00E+00,Apbb2
1.33E-04,-0.2965560151,0.609,0.855,1.00E+00,Gprasp1
1.34E-04,-0.3876099623,0.389,0.633,1.00E+00,Ino80
1.34E-04,-0.6718692991,0.078,0.188,1.00E+00,Gm48765
1.35E-04,-0.8785099935,0.05,0.14,1.00E+00,Ccdc85c
1.35E-04,-0.3048816247,0.474,0.744,1.00E+00,Dnm2
1.36E-04,-0.8299235224,0.089,0.203,1.00E+00,Bend4
1.37E-04,0.4773983267,0.77,0.802,1.00E+00,A330076H08Rik
1.38E-04,-0.290080685,0.635,0.826,1.00E+00,Gabra1
1.38E-04,-2.216953976,0.011,0.063,1.00E+00,Gm36368
1.38E-04,-0.3012340668,0.239,0.444,1.00E+00,Eif1
1.39E-04,0.5064641397,0.57,0.415,1.00E+00,Sgcz
1.39E-04,-0.8492525013,0.065,0.164,1.00E+00,Plgrkt
1.39E-04,-0.7288783392,0.052,0.145,1.00E+00,Zfp276
1.39E-04,-0.3979956058,0.265,0.449,1.00E+00,Zfpm2
1.40E-04,-1.76767129,0.009,0.058,1.00E+00,Gm45670
1.40E-04,-0.3837032363,0.215,0.401,1.00E+00,Ptpn1
1.41E-04,-0.5795128065,0.139,0.28,1.00E+00,Fgd1
1.42E-04,-1.965198581,0.009,0.058,1.00E+00,Col7a1
1.44E-04,-0.3592890441,0.187,0.357,1.00E+00,Actn4
1.45E-04,-0.7307021136,0.087,0.198,1.00E+00,Cipc
1.45E-04,-0.5847844445,0.124,0.256,1.00E+00,Zfp740
1.46E-04,-0.8490721737,0.08,0.188,1.00E+00,Pcp4l1
1.48E-04,-1.56395602,0.02,0.082,1.00E+00,4930594M22Rik
1.50E-04,-0.5778087867,0.089,0.208,1.00E+00,Zfp955a
1.51E-04,-0.3015294159,0.441,0.676,1.00E+00,Ggt7
1.52E-04,-0.9285763651,0.046,0.13,1.00E+00,Xxylt1
1.52E-04,-0.7451052605,0.08,0.188,1.00E+00,Cep250
1.52E-04,-1.710084794,0.011,0.063,1.00E+00,Rbm15b
1.54E-04,-0.5339852498,0.235,0.415,1.00E+00,Ppp4r1
1.55E-04,-0.6220570468,0.285,0.464,1.00E+00,Gm21798
1.55E-04,-1.279245231,0.02,0.082,1.00E+00,Gm12655
1.56E-04,-0.810844342,0.115,0.242,1.00E+00,Clk2
1.56E-04,-0.3811692289,0.422,0.647,1.00E+00,Psip1
1.57E-04,-0.4217936911,0.254,0.449,1.00E+00,Dexi
1.57E-04,-0.405203282,0.302,0.507,1.00E+00,Plxnc1
1.59E-04,-0.7338513327,0.133,0.266,1.00E+00,Trappc10
1.60E-04,-3.626918064,0.002,0.039,1.00E+00,Tnfrsf9
1.60E-04,-3.615792858,0.002,0.039,1.00E+00,Trim71
1.62E-04,-1.32873149,0.017,0.077,1.00E+00,Gm41505
1.62E-04,-0.8245260671,0.054,0.145,1.00E+00,Rab37
1.63E-04,-3.536645259,0.002,0.039,1.00E+00,Lncbate10
1.64E-04,-0.2943584295,0.246,0.44,1.00E+00,Slc7a8
1.64E-04,-0.5377340364,0.115,0.242,1.00E+00,Tgfbr2
1.67E-04,-2.721861337,0.002,0.039,1.00E+00,Gm14393
1.67E-04,-2.884820828,0.002,0.039,1.00E+00,Gm20483
1.67E-04,-0.9021969221,0.063,0.159,1.00E+00,Chmp2a
1.68E-04,-0.395507684,0.293,0.512,1.00E+00,Dcaf8
1.71E-04,-0.3654354147,0.27,0.473,1.00E+00,Camk2b
1.74E-04,-0.426827653,0.189,0.357,1.00E+00,Fam173a
1.77E-04,-0.6973180599,0.089,0.203,1.00E+00,Mrps10
1.77E-04,-0.9527087195,0.085,0.193,1.00E+00,Nr2c1
1.81E-04,-0.3246340792,0.167,0.324,1.00E+00,Gtpbp4
1.82E-04,-0.6069960878,0.091,0.208,1.00E+00,Hmgcl
1.83E-04,-0.9560040421,0.046,0.13,1.00E+00,Lrrc1
1.86E-04,-1.335151027,0.033,0.106,1.00E+00,Gm13187
1.87E-04,-0.401984066,0.154,0.304,1.00E+00,5330439K02Rik
1.87E-04,-0.6922718441,0.133,0.266,1.00E+00,Tpd52
1.88E-04,-0.6059384246,0.113,0.237,1.00E+00,Gtf2h1
1.90E-04,-0.3148167925,0.385,0.614,1.00E+00,Vps13a
1.91E-04,-0.4118109569,0.424,0.638,1.00E+00,Fer
1.92E-04,-0.5314275848,0.183,0.338,1.00E+00,Ufsp2
1.92E-04,-0.4503079988,0.113,0.242,1.00E+00,Mthfd1l
1.98E-04,-0.4400231452,0.217,0.396,1.00E+00,Atad3a
1.98E-04,-1.082741661,0.043,0.126,1.00E+00,Dmwd
2.00E-04,-1.382086899,0.039,0.116,1.00E+00,Alas2
2.03E-04,-0.411124553,0.172,0.329,1.00E+00,Cacul1
2.04E-04,-0.33423865,0.765,0.903,1.00E+00,Slc8a1
2.07E-04,-0.5626151157,0.159,0.309,1.00E+00,Dnmbp
2.09E-04,-0.4487990671,0.139,0.28,1.00E+00,Fam45a
2.10E-04,-0.3946221928,0.546,0.792,1.00E+00,Ehmt1
2.11E-04,-0.8101907397,0.061,0.155,1.00E+00,2610021A01Rik
2.12E-04,-0.4156414691,0.235,0.42,1.00E+00,Ttc4
2.13E-04,-0.7291244403,0.054,0.145,1.00E+00,Slc16a4
2.13E-04,-0.3478981117,0.113,0.242,1.00E+00,Naxd
2.15E-04,-0.3389891223,0.109,0.237,1.00E+00,Rhbdd2
2.16E-04,-1.012058059,0.041,0.121,1.00E+00,Mlh1
2.17E-04,-0.5549387004,0.17,0.324,1.00E+00,Cyb5r4
2.18E-04,-1.009686384,0.03,0.101,1.00E+00,Mtcp1
2.20E-04,-0.4411706267,0.196,0.357,1.00E+00,Nmt1
2.20E-04,-0.3277251587,0.77,0.942,1.00E+00,Sik3
2.20E-04,-0.4139359069,0.457,0.657,1.00E+00,Hunk
2.21E-04,-0.3463391804,0.13,0.271,1.00E+00,Psd
2.23E-04,-1.044818753,0.041,0.121,1.00E+00,Mrpl55
2.24E-04,-0.7216378845,0.072,0.174,1.00E+00,Drap1
2.24E-04,-0.3740735799,0.235,0.415,1.00E+00,Casc3
2.25E-04,-0.9968594262,0.05,0.135,1.00E+00,1700088E04Rik
2.27E-04,-0.6502599807,0.072,0.174,1.00E+00,Setd1a
2.28E-04,-0.8081651056,0.08,0.184,1.00E+00,9530026P05Rik
2.30E-04,-0.5472913044,0.098,0.213,1.00E+00,Gm45159
2.30E-04,-0.7209864514,0.078,0.184,1.00E+00,Alg9
2.34E-04,-1.589079388,0.026,0.092,1.00E+00,Far2os1
2.35E-04,-0.3622307224,0.324,0.531,1.00E+00,Slc2a3
2.37E-04,-0.6664188783,0.076,0.179,1.00E+00,Lemd2
2.38E-04,-0.6827795403,0.148,0.285,1.00E+00,Dnajc24
2.40E-04,-0.5854685664,0.163,0.309,1.00E+00,Dop1b
2.40E-04,-1.398818226,0.026,0.092,1.00E+00,Gm15496
2.41E-04,-0.3476396409,0.209,0.386,1.00E+00,Copg1
2.42E-04,-0.5641431842,0.089,0.203,1.00E+00,Gtpbp8
2.42E-04,-0.3512029187,0.178,0.338,1.00E+00,Ift43
2.43E-04,-3.18703522,0.004,0.043,1.00E+00,Ppp2r2cos
2.44E-04,-1.236340759,0.048,0.13,1.00E+00,Gm42609
2.44E-04,-0.3938852957,0.172,0.329,1.00E+00,Tgs1
2.45E-04,-0.3751495016,0.298,0.493,1.00E+00,Tmem131l
2.45E-04,-0.5928234509,0.113,0.237,1.00E+00,Aars2
2.45E-04,-0.2245743659,0.202,0.382,1.00E+00,Ddi2
2.46E-04,-0.7056966513,0.161,0.3,1.00E+00,A730060N03Rik
2.46E-04,-0.4232389764,0.27,0.459,1.00E+00,Dhx32
2.47E-04,-0.4066782357,0.098,0.217,1.00E+00,Extl2
2.48E-04,-4.639622995,0,0.029,1.00E+00,6330418K02Rik
2.48E-04,-4.32648758,0,0.029,1.00E+00,Gm36210
2.48E-04,-4.814607813,0,0.029,1.00E+00,Gm45188
2.48E-04,-4.892460207,0,0.029,1.00E+00,Nnmt
2.48E-04,-4.523763553,0,0.029,1.00E+00,Gm15940
2.49E-04,-0.6071462148,0.126,0.256,1.00E+00,Daglb
2.49E-04,-0.3310962822,0.196,0.372,1.00E+00,4921511C10Rik
2.50E-04,-0.6568203261,0.054,0.145,1.00E+00,Hinfp
2.54E-04,-0.286739802,0.215,0.401,1.00E+00,Hdlbp
2.55E-04,-0.4455639473,0.357,0.57,1.00E+00,Zfr2
2.55E-04,-0.7461898588,0.083,0.188,1.00E+00,Rab11fip5
2.57E-04,-0.3252166571,0.3,0.493,1.00E+00,Tac1
2.58E-04,-0.3328629844,0.561,0.778,1.00E+00,Sv2a
2.59E-04,-2.557672668,0.004,0.043,1.00E+00,Dynlt1f
2.61E-04,-2.295053601,0.004,0.043,1.00E+00,Gm43328
2.63E-04,-0.6023729559,0.072,0.174,1.00E+00,Morf4l2
2.64E-04,-0.4258182325,0.098,0.217,1.00E+00,Bcl7a
2.64E-04,-0.5218785587,0.167,0.319,1.00E+00,Ddx39b
2.64E-04,-0.5258077799,0.111,0.237,1.00E+00,Megf8
2.65E-04,-0.7537021615,0.076,0.179,1.00E+00,Smyd5
2.65E-04,-0.3551077751,0.254,0.44,1.00E+00,Habp4
2.67E-04,-0.4311941466,0.398,0.604,1.00E+00,Zbtb16
2.67E-04,-0.567070445,0.204,0.367,1.00E+00,Cds1
2.68E-04,-0.768224247,0.052,0.14,1.00E+00,Gm17066
2.70E-04,-0.1441255252,0.993,1,1.00E+00,Dlgap2
2.71E-04,-0.3002588717,0.613,0.821,1.00E+00,Sclt1
2.73E-04,-0.7634369682,0.057,0.145,1.00E+00,Gm20641
2.74E-04,-0.7829791063,0.067,0.164,1.00E+00,Vac14
2.76E-04,-0.5681647794,0.098,0.213,1.00E+00,Mthfd2
2.76E-04,-0.4210582645,0.126,0.261,1.00E+00,Prkar1a
2.77E-04,-0.6454196889,0.054,0.145,1.00E+00,Hcfc2
2.78E-04,-0.3551102258,0.524,0.749,1.00E+00,4933413L06Rik
2.78E-04,-0.3187287571,0.585,0.816,1.00E+00,Clip1
2.78E-04,-1.15052269,0.037,0.111,1.00E+00,Smad9
2.79E-04,-0.5810192894,0.204,0.362,1.00E+00,Adgra3
2.82E-04,-0.3015030682,0.259,0.459,1.00E+00,Opa1
2.83E-04,-0.3182279125,0.111,0.237,1.00E+00,Ing4
2.86E-04,-0.7495832882,0.061,0.155,1.00E+00,Prorp
2.87E-04,-0.4471111306,0.291,0.478,1.00E+00,Nrd1
2.87E-04,-1.452444433,0.024,0.087,1.00E+00,Gm17359
2.87E-04,-0.4885869837,0.187,0.343,1.00E+00,Hsp90aa1
2.89E-04,-0.5009307655,0.187,0.343,1.00E+00,Ptcd3
2.91E-04,-0.9045054399,0.026,0.092,1.00E+00,Kank2
2.93E-04,-0.2724588023,0.2,0.377,1.00E+00,Upf2
2.94E-04,-0.7205905434,0.05,0.135,1.00E+00,Cc2d1a
2.96E-04,-0.6604443692,0.087,0.193,1.00E+00,Shkbp1
2.97E-04,-0.7014096073,0.076,0.179,1.00E+00,3830406C13Rik
2.99E-04,-0.1805274135,1,1,1.00E+00,Grip1
2.99E-04,-0.6135990407,0.113,0.237,1.00E+00,Spg11
3.00E-04,-0.4574593183,0.267,0.449,1.00E+00,Pde3b
3.05E-04,-1.041993555,0.037,0.111,1.00E+00,Pxn
3.05E-04,-0.7476618108,0.026,0.092,1.00E+00,Zfp655
3.13E-04,-0.4761823424,0.448,0.623,1.00E+00,5330417C22Rik
3.14E-04,-0.3128454742,0.15,0.3,1.00E+00,Bcl2l1
3.15E-04,-0.2965755455,0.43,0.667,1.00E+00,Sos1
3.16E-04,-0.4490851332,0.263,0.454,1.00E+00,Chchd6
3.16E-04,-0.4160348642,0.522,0.729,1.00E+00,Casc4
3.17E-04,-0.7521465794,0.05,0.135,1.00E+00,Champ1
3.18E-04,-0.8357373087,0.078,0.179,1.00E+00,Pdk1
3.18E-04,-0.3927880571,0.452,0.686,1.00E+00,Tulp4
3.20E-04,-1.692591237,0.007,0.048,1.00E+00,Tfip11
3.21E-04,-0.7267104543,0.08,0.184,1.00E+00,Ostm1
3.22E-04,-0.4365476185,0.124,0.251,1.00E+00,Cep68
3.23E-04,-0.3300737364,0.537,0.792,1.00E+00,Clstn3
3.24E-04,-1.087410865,0.037,0.111,1.00E+00,Mettl4
3.25E-04,-0.5797322205,0.154,0.295,1.00E+00,Rnf170
3.32E-04,0.3917441034,0.809,0.85,1.00E+00,Peg3
3.36E-04,-0.658204536,0.048,0.13,1.00E+00,Rtraf
3.38E-04,-2.108824316,0.007,0.048,1.00E+00,Has1
3.42E-04,-0.4242882574,0.324,0.517,1.00E+00,Tle4
3.43E-04,-1.893237554,0.007,0.048,1.00E+00,Gm13528
3.44E-04,-0.4432014447,0.137,0.275,1.00E+00,Zgpat
3.53E-04,-0.536040201,0.128,0.256,1.00E+00,Ube4bos1
3.53E-04,-1.05327216,0.022,0.082,1.00E+00,Fzd6
3.56E-04,-1.434722767,0.02,0.077,1.00E+00,C630043F03Rik
3.56E-04,-0.6670302202,0.078,0.179,1.00E+00,Necap1
3.58E-04,-0.1410197574,0.998,1,1.00E+00,Erbb4
3.60E-04,-0.3531640778,0.391,0.623,1.00E+00,Sorbs2os
3.60E-04,-1.031194671,0.022,0.082,1.00E+00,Pole4
3.62E-04,-1.077662527,0.035,0.106,1.00E+00,Ttll3
3.62E-04,-1.140750175,0.035,0.106,1.00E+00,Ramac
3.64E-04,-0.7920365093,0.052,0.135,1.00E+00,Pbx3
3.66E-04,-0.4761249987,0.18,0.333,1.00E+00,Ppard
3.66E-04,-1.564380395,0.017,0.072,1.00E+00,Rbm19
3.68E-04,-1.076804851,0.033,0.101,1.00E+00,Rnf40
3.70E-04,-1.527447189,0.017,0.072,1.00E+00,Gm10778
3.77E-04,-0.8699012848,0.078,0.179,1.00E+00,Dynll2
3.78E-04,-1.782151082,0.015,0.068,1.00E+00,Hsf4
3.80E-04,-0.2756904815,0.278,0.483,1.00E+00,Sumo1
3.81E-04,-0.5691368572,0.137,0.271,1.00E+00,Trmt2b
3.81E-04,-1.199868014,0.05,0.13,1.00E+00,Alg2
3.82E-04,-0.3176957252,0.307,0.522,1.00E+00,Ap3b1
3.82E-04,-0.2667416611,0.733,0.899,1.00E+00,Jmjd1c
3.83E-04,-0.7082465373,0.072,0.169,1.00E+00,Tmem33
3.87E-04,-0.3174446016,0.248,0.43,1.00E+00,Vopp1
3.87E-04,-0.6058688588,0.107,0.222,1.00E+00,Polr3c
3.88E-04,-2.096265364,0.011,0.058,1.00E+00,Tent5a
3.92E-04,-1.837370161,0.009,0.053,1.00E+00,1700087M22Rik
3.92E-04,-0.6192252797,0.057,0.145,1.00E+00,Gpr68
3.94E-04,-0.3629006711,0.289,0.493,1.00E+00,Pacsin2
3.97E-04,-1.161072804,0.033,0.101,1.00E+00,Xk
3.97E-04,-0.4491183627,0.133,0.266,1.00E+00,Camta2
3.98E-04,-0.9430580689,0.035,0.106,1.00E+00,Gm14471
3.98E-04,-1.879104566,0.011,0.058,1.00E+00,Gpr171
3.99E-04,-0.6392033425,0.046,0.126,1.00E+00,Nsa2
4.03E-04,-0.582910741,0.135,0.266,1.00E+00,Ptges3
4.03E-04,-0.3201077539,0.346,0.56,1.00E+00,Diaph2
4.07E-04,-0.3955449992,0.237,0.411,1.00E+00,Tspan9
4.12E-04,-0.7920681268,0.067,0.159,1.00E+00,Fech
4.12E-04,-1.517448084,0.015,0.068,1.00E+00,Pop4
4.12E-04,-1.745878116,0.011,0.058,1.00E+00,Tbc1d22bos
4.15E-04,-1.237839358,0.017,0.072,1.00E+00,Cdkn2aipnl
4.17E-04,-0.4561365025,0.137,0.271,1.00E+00,Vps35
4.17E-04,-0.7142890202,0.052,0.135,1.00E+00,A530017D24Rik
4.18E-04,-0.620777872,0.078,0.179,1.00E+00,Man2b1
4.21E-04,-0.2604887308,0.374,0.614,1.00E+00,Prkar1b
4.24E-04,-1.375590112,0.015,0.068,1.00E+00,Cyp4f16
4.24E-04,-0.5899664476,0.087,0.193,1.00E+00,Gm50013
4.25E-04,-0.613511327,0.211,0.357,1.00E+00,Zfp961
4.30E-04,-0.734866447,0.054,0.14,1.00E+00,1700013F07Rik
4.30E-04,-0.3463911215,0.33,0.56,1.00E+00,Mapre2
4.31E-04,-0.2985478687,0.25,0.43,1.00E+00,Lars
4.34E-04,-0.6787938786,0.093,0.203,1.00E+00,Agap2
4.45E-04,-0.357559865,0.367,0.57,1.00E+00,Frmpd1
4.46E-04,-0.5387189081,0.12,0.237,1.00E+00,Cap1
4.52E-04,-0.7843535004,0.043,0.121,1.00E+00,Aar2
4.52E-04,-0.4554430542,0.163,0.304,1.00E+00,Gm26936
4.56E-04,-0.3923511646,0.224,0.391,1.00E+00,Mia3
4.57E-04,-0.2013377098,0.911,0.961,1.00E+00,Slc24a2
4.61E-04,-0.8167375833,0.059,0.145,1.00E+00,Aste1
4.65E-04,-0.2985744282,0.107,0.222,1.00E+00,Nlgn3
4.65E-04,-0.5809287216,0.113,0.232,1.00E+00,Eif2b3
4.67E-04,-0.4089988303,0.133,0.266,1.00E+00,Prpf8
4.69E-04,-0.4889237448,0.167,0.314,1.00E+00,Ociad2
4.70E-04,-0.4952979896,0.117,0.237,1.00E+00,Fbl
4.74E-04,-0.4380778139,0.189,0.343,1.00E+00,Ywhaz
4.75E-04,-0.3680731237,0.176,0.329,1.00E+00,Rnf10
4.76E-04,-0.7636896544,0.052,0.135,1.00E+00,Angpt2
4.76E-04,-0.4774439945,0.117,0.242,1.00E+00,Set
4.79E-04,-0.39679365,0.117,0.242,1.00E+00,Cnbp
4.79E-04,-0.2989796225,0.141,0.275,1.00E+00,Pfas
4.79E-04,-0.4292578535,0.311,0.502,1.00E+00,Cabin1
4.80E-04,-0.3441717971,0.233,0.406,1.00E+00,Lrrn2
4.81E-04,-0.7169914044,0.067,0.159,1.00E+00,5530401A14Rik
4.81E-04,-1.378543759,0.028,0.092,1.00E+00,Gm45645
4.82E-04,-0.5108866554,0.087,0.188,1.00E+00,Cort
4.87E-04,-0.4571836883,0.209,0.367,1.00E+00,Bbof1
4.89E-04,1.098839211,0.3,0.184,1.00E+00,Plppr1
4.90E-04,-0.4163327432,0.157,0.3,1.00E+00,Rint1
4.91E-04,-0.3345322367,0.796,0.889,1.00E+00,Asic2
5.00E-04,-0.4767400903,0.189,0.348,1.00E+00,Lemd3
5.00E-04,-0.6454077323,0.067,0.159,1.00E+00,Mrps27
5.00E-04,-0.3572430611,0.28,0.469,1.00E+00,Tmem130
5.01E-04,-0.8318968337,0.033,0.101,1.00E+00,Cpsf4l
5.04E-04,-0.3561576942,0.354,0.57,1.00E+00,Homer1
5.06E-04,-0.7921370491,0.03,0.097,1.00E+00,Myo3b
5.07E-04,-3.933969991,0.002,0.034,1.00E+00,Gsta3
5.08E-04,-0.3212676644,0.12,0.246,1.00E+00,Ube3b
5.10E-04,-0.396158242,0.089,0.198,1.00E+00,Ttc39a
5.11E-04,-0.3623438406,0.33,0.522,1.00E+00,Ttc28
5.11E-04,-0.8730865225,0.05,0.13,1.00E+00,Hs6st1
5.12E-04,-0.5373867641,0.139,0.266,1.00E+00,Gin1
5.12E-04,-0.8139339289,0.057,0.14,1.00E+00,Ier3ip1
5.12E-04,0.7806918262,0.502,0.459,1.00E+00,Ckb
5.13E-04,-0.6533847851,0.1,0.208,1.00E+00,Tgfbr3
5.15E-04,-0.1963685309,0.757,0.899,1.00E+00,Fbxl17
5.16E-04,-0.3216836549,0.076,0.174,1.00E+00,Vps4b
5.16E-04,-0.9346126088,0.072,0.164,1.00E+00,Fam50a
5.17E-04,-0.4789372849,0.12,0.242,1.00E+00,Fam234b
5.17E-04,-0.7516209885,0.043,0.121,1.00E+00,Cers1
5.18E-04,-0.5190099473,0.063,0.155,1.00E+00,Foxg1
5.23E-04,-0.4299459705,0.12,0.242,1.00E+00,Gm31508
5.24E-04,-0.3433691619,0.22,0.391,1.00E+00,Selenoi
5.26E-04,-0.351073172,0.317,0.527,1.00E+00,Nemf
5.29E-04,-3.279281003,0.002,0.034,1.00E+00,Alg10b
5.29E-04,-3.243229616,0.002,0.034,1.00E+00,Gm26873
5.30E-04,-0.4527931878,0.117,0.237,1.00E+00,Spopl
5.31E-04,-0.453596866,0.102,0.217,1.00E+00,Fmnl1
5.31E-04,-0.3275137979,0.313,0.493,1.00E+00,Btbd3
5.32E-04,-0.8682294163,0.03,0.097,1.00E+00,Akt2
5.33E-04,-3.236643454,0.002,0.034,1.00E+00,Rcn1
5.34E-04,-0.4582437614,0.076,0.174,1.00E+00,Tmtc4
5.37E-04,-0.3894760393,0.274,0.469,1.00E+00,Acsl1
5.38E-04,-2.418016454,0.002,0.034,1.00E+00,Bloc1s4
5.39E-04,-0.5526050967,0.098,0.208,1.00E+00,Noc3l
5.39E-04,-0.8403148593,0.059,0.145,1.00E+00,Per1
5.40E-04,-0.4341670852,0.265,0.449,1.00E+00,Smc3
5.41E-04,-0.3283587848,0.352,0.565,1.00E+00,Rprd2
5.43E-04,-0.2759174819,0.637,0.836,1.00E+00,Rbm25
5.43E-04,-0.5470893907,0.07,0.164,1.00E+00,Gm3294
5.44E-04,-1.048526382,0.028,0.092,1.00E+00,Msl3
5.45E-04,-1.170180504,0.061,0.145,1.00E+00,Alkal2
5.46E-04,-0.2860117384,0.326,0.541,1.00E+00,Dcaf5
5.52E-04,-0.9216031924,0.039,0.111,1.00E+00,Ofd1
5.56E-04,-0.589917833,0.07,0.164,1.00E+00,Rpl7l1
5.57E-04,-0.2324134002,0.226,0.415,1.00E+00,Ap3m1
5.58E-04,-0.32923274,0.196,0.348,1.00E+00,Kif13a
5.59E-04,-0.2285982668,0.813,0.957,1.00E+00,Gabbr2
5.59E-04,-0.5203510776,0.089,0.193,1.00E+00,Ift172
5.60E-04,-0.5832628258,0.202,0.348,1.00E+00,Dcun1d5
5.64E-04,-0.4094188375,0.165,0.309,1.00E+00,Zfp397
5.71E-04,-0.7718777189,0.065,0.155,1.00E+00,Zbtb9
5.72E-04,-0.3941040914,0.187,0.343,1.00E+00,Pgbd5
5.73E-04,-0.3280016019,0.439,0.667,1.00E+00,Naaladl2
5.73E-04,-0.3638281349,0.48,0.696,1.00E+00,Ncoa7
5.74E-04,-0.3530793664,0.193,0.353,1.00E+00,Klc2
5.75E-04,-0.2384256942,0.361,0.57,1.00E+00,Tcea1
5.76E-04,-0.6675515812,0.135,0.256,1.00E+00,Prss23
5.77E-04,-0.7067748452,0.074,0.169,1.00E+00,Arl1
5.80E-04,-0.360301768,0.15,0.285,1.00E+00,Cep126
5.81E-04,-0.2758482448,0.185,0.338,1.00E+00,Srpr
5.82E-04,-0.3620622295,0.157,0.3,1.00E+00,Wdr76
5.85E-04,-0.2765495163,0.585,0.783,1.00E+00,Ppp2r5e
5.89E-04,-0.2840123967,0.476,0.7,1.00E+00,Kcnj6
5.92E-04,-0.4227867863,0.246,0.415,1.00E+00,Aars
6.03E-04,-0.2727445013,0.33,0.556,1.00E+00,Ergic1
6.05E-04,-1.960890565,0.022,0.077,1.00E+00,Gm3985
6.05E-04,0.6311850786,0.604,0.541,1.00E+00,Hdac9
6.07E-04,-0.4151132185,0.248,0.425,1.00E+00,Faim2
6.07E-04,-0.8188768823,0.07,0.159,1.00E+00,Htr2b
6.11E-04,-0.6824455602,0.133,0.251,1.00E+00,Gm14410
6.16E-04,-0.6758116424,0.089,0.188,1.00E+00,Wdr78
6.18E-04,-0.6477595006,0.08,0.179,1.00E+00,Ccdc39
6.19E-04,-0.4577826253,0.089,0.193,1.00E+00,Gm15283
6.22E-04,-0.6186083087,0.048,0.126,1.00E+00,Zc3hc1
6.23E-04,-0.3520479624,0.285,0.473,1.00E+00,Macrod1
6.24E-04,-0.2906016656,0.363,0.585,1.00E+00,Spred1
6.33E-04,0.1069947478,0.998,1,1.00E+00,Nrxn3
6.34E-04,-0.4900131262,0.076,0.174,1.00E+00,Ddx27
6.34E-04,-0.2987262415,0.38,0.589,1.00E+00,Rab6b
6.36E-04,-0.4378672005,0.254,0.43,1.00E+00,Eprs
6.43E-04,-0.3369046671,0.128,0.251,1.00E+00,Zfp598
6.43E-04,-0.4895333743,0.087,0.188,1.00E+00,Synj2
6.51E-04,-1.002623492,0.037,0.106,1.00E+00,Gm42556
6.54E-04,-1.048803515,0.035,0.101,1.00E+00,Lzts1
6.57E-04,-0.3973844634,0.135,0.261,1.00E+00,Uqcrq
6.61E-04,-0.3850764926,0.263,0.435,1.00E+00,Sgsm2
6.61E-04,-0.6216575208,0.074,0.169,1.00E+00,Dnajc25
6.65E-04,-0.5713019913,0.137,0.261,1.00E+00,Strip1
6.66E-04,-0.2015705053,0.104,0.217,1.00E+00,Ift122
6.71E-04,-0.27176636,0.398,0.618,1.00E+00,Soga3
6.71E-04,-0.2929854172,0.48,0.691,1.00E+00,Kdm4c
6.75E-04,-0.360577068,0.398,0.623,1.00E+00,Zfc3h1
6.75E-04,0.6933656769,0.354,0.227,1.00E+00,Brinp3
6.79E-04,-0.7221464154,0.063,0.15,1.00E+00,Hdac6
6.82E-04,-0.3330594727,0.467,0.715,1.00E+00,Fbxo11
6.84E-04,-0.6649772795,0.078,0.174,1.00E+00,Rps7
6.85E-04,-0.9082497786,0.037,0.106,1.00E+00,Gm16267
6.86E-04,-0.333914462,0.304,0.502,1.00E+00,Acot7
6.87E-04,-0.5144637371,0.152,0.28,1.00E+00,Tmem243
6.90E-04,-1.434727727,0.024,0.082,1.00E+00,Nwd1
